"","number","sp","Dataset","TraitValue","TraitValueClean","Lat","Lon","DataContributor","TraitName","TraitNameClean","extra","extra2"
"165",165,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"166",166,"Cassiope tetragona","""Kytalyk Ridge""","0.09","0.09","70.83","147.45","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""PlantHeight"";","PlantHeight",NA,NA
"167",167,"Cassiope tetragona","""Kytalyk Ridge""","0.05","0.05","70.83","147.45","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""PlantHeight"";","PlantHeight",NA,NA
"168",168,"Cassiope tetragona","""Latnjajaure Sweden""","0.093","0.093","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"169",169,"Cassiope tetragona","""Atqasuk""","0.035","0.035","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"170",170,"Cassiope tetragona","""The Global Leaf Traits""","7.3537395399","7.3537395399","68.34","18.84","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"171",171,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","4.642857143","4.642857143","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"172",172,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.108","0.108","69.57549","-139.21977","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"173",173,"Cassiope tetragona","""Kluane Plateau""","0.09","0.09","60.97135","-138.41777","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"174",174,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.066","0.066","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"175",175,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"176",176,"Cassiope tetragona","""Atqasuk""","0.061","0.061","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"177",177,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.087","0.087","69.57549","-139.21977","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"178",178,"Cassiope tetragona","""Latnjajaure Sweden""","0.086","0.086","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"179",179,"Cassiope tetragona","""Pika Camp""","0.137","0.137","61.21649","-138.28606","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"180",180,"Cassiope tetragona","""Herschel Island""","11.76470588","11.76470588","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"181",181,"Cassiope tetragona","""Abisko""","4.600625","4.600625","68.355968","18.722872","""Martin Hallinger""","""SLA"";;","SLA",NA,NA
"182",182,"Cassiope tetragona","""Kluane""","9.857142857","9.857142857","61.10549","-138.6618","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"183",183,"Cassiope tetragona","""Atqasuk""","0.057","0.057","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"184",184,"Cassiope tetragona","""Barrow"," Alaska""","0.057","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"185",185,"Cassiope tetragona","""Barrow"," Alaska""","0.08","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"186",186,"Cassiope tetragona","""Kytalyk Ridge""","0.13","0.13","70.83","147.45","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""PlantHeight"";","PlantHeight",NA,NA
"187",187,"Cassiope tetragona","""Latnjajaure Sweden""","0.089","0.089","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"188",188,"Cassiope tetragona","""Atqasuk""","0.035","0.035","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"189",189,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","6.846153846","6.846153846","69.57795","-138.92172","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"190",190,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","4.433333333","4.433333333","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"191",191,"Cassiope tetragona","""LucieSmrzovaSvalbard""","0.017","0.017",NA,NA,"""LucieSmrzova""","""SeedMass"";;","SeedMass",NA,NA
"192",192,"Cassiope tetragona","""Kytalyk Ridge""","0.14","0.14","70.83","147.45","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""PlantHeight"";","PlantHeight",NA,NA
"193",193,"Cassiope tetragona","""Abisko""","4.204545455","4.204545455","68.355968","18.722872","""Martin Hallinger""","""SLA"";;","SLA",NA,NA
"194",194,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.09","0.09","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"195",195,"Cassiope tetragona","""Atqasuk""","0.057","0.057","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"196",196,"Cassiope tetragona","""Kilpisjarvi"," Finland""","0.086","69.05181302","20.82079527","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"197",197,"Cassiope tetragona","""Latnjajaure Sweden""","0.086","0.086","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"198",198,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.078","0.078","69.57549","-139.21977","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"199",199,"Cassiope tetragona","""Abisko""","2.004987531","2.004987531","68.32305","18.86583","""Mariska Te Beest""","""SLA"";;","SLA",NA,NA
"200",200,"Cassiope tetragona","""Barrow"," Alaska""","0.036","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"201",201,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"202",202,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.106","0.106","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"203",203,"Cassiope tetragona","""The Global Leaf Traits""","4","4","67.5","-152.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"204",204,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"205",205,"Cassiope tetragona","""Atqasuk""","0.041","0.041","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"206",206,"Cassiope tetragona","""Abisko""","1.972081218","1.972081218","68.32305","18.86583","""Mariska Te Beest""","""SLA"";;","SLA",NA,NA
"207",207,"Cassiope tetragona","""Latnjajaure Sweden""","0.115","0.115","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"208",208,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.121","0.121","69.58015","-138.92355","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"209",209,"Cassiope tetragona","""BobHollisterSeeds""","2.49e-05","2.49e-05","70.45373011","-157.4073879","""BobHollisterSeeds""","""SeedMass"";;","SeedMass",NA,NA
"210",210,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"211",211,"Cassiope tetragona","""Barrow"," Alaska""","0.062","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"212",212,"Cassiope tetragona","""Atqasuk""","0.036","0.036","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"213",213,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"214",214,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","5.7","5.7","69.57795","-138.92172","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"215",215,"Cassiope tetragona","""Abisko""","0.4","0.4","68.355968","18.722872","""Martin Hallinger""","""SeedMass"";;","SeedMass",NA,NA
"216",216,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"217",217,"Cassiope tetragona","""Atqasuk""","0.084","0.084","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"218",218,"Cassiope tetragona","""Atqasuk""","0.065","0.065","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"219",219,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","2.205882353","2.205882353","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"220",220,"Cassiope tetragona","""LucieSmrzovaSvalbard""","0.008","0.008",NA,NA,"""LucieSmrzova""","""SeedMass"";;","SeedMass",NA,NA
"221",221,"Cassiope tetragona","""Atqasuk""","0.052","0.052","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"222",222,"Cassiope tetragona","""Kluane""","15.86666667","15.86666667","61.10549","-138.6618","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"223",223,"Cassiope tetragona","""GLOPNET - Global Plant Trait Network Database""","9.04731747037004","9.04731747037004","75","-84","""Ian Wright""","""SLA"";;","SLA",NA,NA
"224",224,"Cassiope tetragona","""Atqasuk""","0.035","0.035","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"225",225,"Cassiope tetragona","""Herschel Island""","13","13","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"226",226,"Cassiope tetragona","""Latnjajaure Sweden""","0.088","0.088","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"227",227,"Cassiope tetragona","""Atqasuk""","0.057","0.057","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"228",228,"Cassiope tetragona","""Abisko""","3.888947368","3.888947368","68.355968","18.722872","""Martin Hallinger""","""SLA"";;","SLA",NA,NA
"229",229,"Cassiope tetragona","""Latnjajaure Sweden""","0.086","0.086","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"230",230,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"231",231,"Cassiope tetragona","""Kluane Plateau""","0.072","0.072","60.97135","-138.41777","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"232",232,"Cassiope tetragona","""Abisko""","4.523571429","4.523571429","68.355968","18.722872","""Martin Hallinger""","""SLA"";;","SLA",NA,NA
"233",233,"Cassiope tetragona","""Atqasuk""","0.07","0.07","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"234",234,"Cassiope tetragona","""Pika Camp""","0.125","0.125","61.21649","-138.28606","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"235",235,"Cassiope tetragona","""Kilpisjarvi"," Finland""","6.558380282","69.05440329","20.81852298","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"236",236,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.084","0.084","69.57536","-138.86479","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"237",237,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"238",238,"Cassiope tetragona","""Pika Camp""","0.105","0.105","61.21883","-138.24579","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"239",239,"Cassiope tetragona","""Barrow"," Alaska""","0.043","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"240",240,"Cassiope tetragona","""Abisko""","0.18","0.18","68.355968","18.722872","""Martin Hallinger""","""PlantHeight"";;","PlantHeight",NA,NA
"241",241,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","3.275","3.275","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"242",242,"Cassiope tetragona","""Atqasuk""","0.035","0.035","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"243",243,"Cassiope tetragona","""Kytalyk Ridge""","0.09","0.09","70.83","147.47","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""PlantHeight"";","PlantHeight",NA,NA
"244",244,"Cassiope tetragona","""Abisko""","0.1","0.1","68.355968","18.722872","""Martin Hallinger""","""PlantHeight"";;","PlantHeight",NA,NA
"245",245,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"246",246,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"247",247,"Cassiope tetragona","""Latnjajaure Sweden""","0.078","0.078","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"248",248,"Cassiope tetragona","""LucieSmrzovaSvalbard""","0.01","0.01",NA,NA,"""LucieSmrzova""","""SeedMass"";;","SeedMass",NA,NA
"249",249,"Cassiope tetragona","""Atqasuk""","0.035","0.035","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"250",250,"Cassiope tetragona","""Kytalyk Ridge""","0.09","0.09","70.83","147.45","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""PlantHeight"";","PlantHeight",NA,NA
"251",251,"Cassiope tetragona","""Abisko""","0.1","0.1","68.355968","18.722872","""Martin Hallinger""","""PlantHeight"";;","PlantHeight",NA,NA
"252",252,"Cassiope tetragona","""Barrow"," Alaska""","0.047","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"253",253,"Cassiope tetragona","""Atqasuk""","0.026","0.026","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"254",254,"Cassiope tetragona","""Abisko""","5.586666667","5.586666667","68.355968","18.722872","""Martin Hallinger""","""SLA"";;","SLA",NA,NA
"255",255,"Cassiope tetragona","""Abisko""","0.1","0.1","68.355968","18.722872","""Martin Hallinger""","""PlantHeight"";;","PlantHeight",NA,NA
"256",256,"Cassiope tetragona","""Kluane""","0.138","0.138","61.10549","-138.6618","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"257",257,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","5.322580645","5.322580645","69.57795","-138.92172","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"258",258,"Cassiope tetragona","""Kluane""","0.122","0.122","61.10549","-138.6618","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"259",259,"Cassiope tetragona","""Abisko""","7.096363636","7.096363636","68.355968","18.722872","""Martin Hallinger""","""SLA"";;","SLA",NA,NA
"260",260,"Cassiope tetragona","""Abisko""","4.51375","4.51375","68.355968","18.722872","""Martin Hallinger""","""SLA"";;","SLA",NA,NA
"261",261,"Cassiope tetragona","""Kytalyk Ridge""","0.139","0.139","70.827512","147.46585","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""SLA"";","SLA",NA,NA
"262",262,"Cassiope tetragona","""Kilpisjarvi"," Finland""","6.852391304","69.05440329","20.81852298","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"263",263,"Cassiope tetragona","""Pika Camp""","0.11","0.11","61.21883","-138.24579","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"264",264,"Cassiope tetragona","""Barrow"," Alaska""","0.05","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"265",265,"Cassiope tetragona","""Pika Camp""","0.057","0.057","61.21883","-138.24579","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"266",266,"Cassiope tetragona","""Abisko""","0.12","0.12","68.355968","18.722872","""Martin Hallinger""","""PlantHeight"";;","PlantHeight",NA,NA
"267",267,"Cassiope tetragona","""Latnjajaure Sweden""","0.059","0.059","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"268",268,"Cassiope tetragona","""GLOPNET - Global Plant Trait Network Database""","9.04731747037004","9.04731747037004","75","-84","""Ian Wright""","""SLA"";;","SLA",NA,NA
"269",269,"Cassiope tetragona","""Barrow"," Alaska""","0.068","71.31502696","-156.6010247","""Janet Prevey; Bob Hollister""","""PlantHeight"";","PlantHeight",NA,NA
"270",270,"Cassiope tetragona","""Abisko""","0.15","0.15","68.32305","18.86583","""Mariska Te Beest""","""PlantHeight"";;","PlantHeight",NA,NA
"271",271,"Cassiope tetragona","""Photosynthesis Traits Worldwide""","4","4","67.5","-152.5","""Vincent Maire""","""SLA"";;","SLA",NA,NA
"272",272,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"273",273,"Cassiope tetragona","""Abisko""","0.08","0.08","68.32305","18.86583","""Mariska Te Beest""","""PlantHeight"";;","PlantHeight",NA,NA
"274",274,"Cassiope tetragona","""Kilpisjarvi"," Finland""","11.28941176","69.05285125","20.82412302","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"275",275,"Cassiope tetragona","""The Xylem/Phloem Database""","0.2","0.2","80","53","""Fritz Schweingruber""","""PlantHeight"";;","PlantHeight",NA,NA
"276",276,"Cassiope tetragona","""Atqasuk""","0.054","0.054","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"277",277,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"278",278,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.081","0.081","69.57549","-139.21977","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"279",279,"Cassiope tetragona","""Endalen Svalbard""","0.1","0.1","78.186036","15.739356","""Stef Weijers""","""PlantHeight"";;","PlantHeight",NA,NA
"280",280,"Cassiope tetragona","""Kytalyk Ridge""","0.07","0.07","70.83","147.47","""Maitane Iturrate Garcia; Gabriela Schaepman-Strub""","""PlantHeight"";","PlantHeight",NA,NA
"281",281,"Cassiope tetragona","""Herschel Island""","7.333333333","7.333333333","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"282",282,"Cassiope tetragona","""Kilpisjarvi"," Finland""","9.046666667","69.05181302","20.82079527","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"283",283,"Cassiope tetragona","""Qikiqtaruk-Herschel Island""","0.105","0.105","69.58015","-138.92355","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"284",284,"Cassiope tetragona","""Herschel Island""","6.428571429","6.428571429","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"285",285,"Cassiope tetragona","""Abisko""","0.14","0.14","68.32305","18.86583","""Mariska Te Beest""","""PlantHeight"";;","PlantHeight",NA,NA
"286",286,"Cassiope tetragona","""Latnjajaure Sweden""","0.098","0.098","68.3557","18.4953","""Juha Alatalo"," Ulf Molau","PlantHeight"," Gaurav Baruah""","""PlantHeight"";;"
"287",287,"Cassiope tetragona","""Atqasuk""","0.07","0.07","70.46","-157.42","""Robert Hollister""","""PlantHeight"";;","PlantHeight",NA,NA
"288",288,"Cassiope tetragona","""The Global Leaf Traits""","7.3537395399","7.3537395399","68.33","18.85","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"289",289,"Cassiope tetragona","""LucieSmrzovaSvalbard""","0.003","0.003",NA,NA,"""LucieSmrzova""","""SeedMass"";;","SeedMass",NA,NA
"290",290,"Cassiope tetragona","""Kluane""","0.107","0.107","61.10549","-138.6618","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
